"","NODES","EDGES","VARS","FUNCS","LOOPS","SMCC","CRT.S0","CPU.S0","TIM.S0","CRT.S10","CPU.S10","TIM.S10","CRT.S20","CPU.S20","TIM.S20","CRT.S30","CPU.S30","TIM.S30","CRT.S40","CPU.S40","TIM.S40","CRT.S50","CPU.S50","TIM.S50"
"1845",871,898,71,42,1,63,1,5.307197924,5.289197924,1,5.547593905,5.529593905,1,5.547593905,5.529593905,1,5.529214705,5.511214705,1,5.529214705,5.511214705,1,5.547593905,5.529593905
"1846",948,970,57,34,1,54,1,5.1103563,5.0933563,1,5.289860112,5.272860112,1,5.227400281,5.210400281,1,5.227400281,5.210400281,1,5.227400281,5.210400281,1,5.227400281,5.210400281
"1847",809,835,63,34,1,58,1,4.5604485,4.5444485,1,4.484474819,4.468474819,1,4.668154786,4.652154786,1,4.484474819,4.468474819,1,4.484474819,4.468474819,1,4.668154786,4.652154786
"1848",1413,1478,199,48,1,96,1,6.788939772,6.770939772,1,6.788939772,6.770939772,1,6.871003764,6.853003764,1,6.788939772,6.770939772,1,6.788939772,6.770939772,1,6.719236289,6.701236289
"1849",975,999,97,42,1,63,1,5.244099663,5.228099663,1,5.740134633,5.724134633,1,5.700860729,5.684860729,1,5.740134633,5.724134633,1,5.740134633,5.724134633,1,5.700860729,5.684860729
"1850",1983,2095,234,65,6,134,1,5.772778158,5.752778158,1,5.772778158,5.752778158,1,6.056295575,6.036295575,1,5.772778158,5.752778158,1,5.772778158,5.752778158,1,5.956986416,5.936986416
"1851",1207,1258,136,36,3,70,1,5.345517577,5.327517577,1,5.345517577,5.327517577,1,5.421496519,5.403496519,1,5.345517577,5.327517577,1,5.345517577,5.327517577,1,5.421496519,5.403496519
"1852",1715,1812,262,57,6,103,1,7.215889568,7.198889568,1,7.215889568,7.198889568,1,7.192906053,7.175906053,1,7.215889568,7.198889568,1,7.215889568,7.198889568,1,7.192906053,7.175906053
"1853",976,1029,103,50,2,80,1,5.795249989,5.777249989,1,5.956932216,5.938932216,1,5.956932216,5.938932216,1,5.795249989,5.777249989,1,5.795249989,5.777249989,1,5.956932216,5.938932216
"1854",973,1004,157,37,1,64,1,5.293442343,5.276442343,1,5.288255337,5.271255337,1,5.279749553,5.262749553,1,5.288255337,5.271255337,1,5.288255337,5.271255337,1,5.279749553,5.262749553
"1855",1211,1247,189,40,2,69,1,6.261783629,6.243783629,1,6.309442836,6.291442836,1,6.240992863,6.222992863,1,6.240992863,6.222992863,1,6.240992863,6.222992863,1,6.240992863,6.222992863
"1856",1306,1342,184,37,3,68,1,5.958601263,5.941601263,1,5.968162112,5.951162112,1,5.895814576,5.878814576,1,5.895814576,5.878814576,1,5.895814576,5.878814576,1,5.895814576,5.878814576
"1857",1107,1142,145,47,1,73,1,5.888561626,5.872561626,1,5.83290329,5.81690329,1,5.989158563,5.973158563,1,5.83290329,5.81690329,1,5.83290329,5.81690329,1,5.989158563,5.973158563
"1858",1524,1560,140,59,2,86,1,6.15533847,6.13733847,1,5.981498485,5.963498485,1,6.103727372,6.085727372,1,5.981498485,5.963498485,1,5.981498485,5.963498485,1,6.103727372,6.085727372
"1859",1424,1468,124,51,2,82,1,6.600148105,6.582148105,1,6.515280708,6.497280708,1,6.558781481,6.540781481,1,6.515280708,6.497280708,1,6.515280708,6.497280708,1,6.558781481,6.540781481
"1860",1037,1073,130,45,1,72,1,5.757822195,5.743822195,1,5.67906619,5.66506619,1,5.621421126,5.607421126,1,5.67906619,5.66506619,1,5.67906619,5.66506619,1,5.621421126,5.607421126
"1861",1100,1141,148,48,1,77,1,5.948539306,5.931539306,1,5.910899013,5.893899013,1,6.04006845,6.02306845,1,5.910899013,5.893899013,1,5.910899013,5.893899013,1,6.04006845,6.02306845
"1862",1145,1180,145,47,1,73,1,6.22688885,6.20988885,1,5.981228222,5.964228222,1,6.296235256,6.279235256,1,5.981228222,5.964228222,1,5.981228222,5.964228222,1,6.296235256,6.279235256
